qid;univers;titre_fr;titre_en;sources;potentiel;accord;statut;langues_ecrites;ajoute;ecrit;publie;phrase;apercu
Q1411630;histoire;"Procès d'animaux";"Animal trial";"insolite+phare";7;2;publie;"fr";2026-09-03;;2026-09-05;"Des tribunaux européens ont jugé des cochons, des rats et des hannetons, avec avocats commis d'office et sentences exécutées publiquement.";"Les procès intentés aux animaux étaient des procès dans lesquels l'accusé était un animal qui se voyait reprocher un délit, un crime ou un dommage comme il l'aurait été à un être humain, en principe seul sujet de droit ou justiciable."
Q18645284;vivant;"Prochlorococcus";"Prochlorococcus";"phare";7;2;ecrit;"fr";2026-09-03;2026-09-07;;"L'organisme photosynthétique le plus abondant de la planète, invisible et découvert seulement en 1988, produit une bonne part de l'oxygène que vous respirez.";"Prochlorococcus est un genre de cyanobactéries marines photosynthétiques, qui peut être classé parmi les picoprocaryotes (très petits unicellulaires). Sa taille est d'environ 0,6 μm et appartient au bactérioplancton."
Q46388;histoire;"Prohibition";"Prohibition";"phare+saviez";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Le gouvernement a délibérément empoisonné l'alcool industriel, tuant des milliers de buveurs pour décourager la contrebande.";"La prohibition désigne surtout la période, de 1920 à 1933 aux États-Unis, pendant laquelle un amendement à la Constitution des États-Unis interdit la fabrication, le transport, la vente, l'importation et l'exportation de boissons alcoolisées."
Q696328;sciences;"Projet Venona";"Venona project";"phare";7;1;a-ecrire;"";2026-09-03;;;"Des télégrammes soviétiques réputés inviolables ont été lus parce qu'un atelier surchargé avait imprimé deux fois les mêmes pages de clés.";"Le projet Venona est le travail de cryptanalyse effectué par les services de renseignement américains pour tenter de casser les codes des communications des services de renseignement soviétiques, émises de 1940 à 1948."
Q83160;vivant;"Prométhée";"Prometheus";"phare";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Un étudiant a abattu cet arbre en 1964 pour compter ses cernes et a découvert, une fois au sol, qu'il venait de tuer le plus vieil arbre connu.";"Dans la mythologie grecque, Prométhée (en grec ancien Προμηθεύς / Promētheús, « le Prévoyant ») est un Titan. Figure héritée du « transmetteur du feu », Prométhée est surtout connu pour avoir dérobé le feu sacré de l'Olympe pour en faire don aux humains."
Q25474080;arts;"";"Proto-Elamite script";"phare";7;2;a-ecrire;"";2026-09-03;;;"La plus ancienne écriture non déchiffrée du monde résiste depuis cinq mille ans, malgré des milliers de tablettes numérisées en haute définition.";"Le proto-élamite, l'écriture proto-élamite ou l'écriture proto-iranienne ancienne est un système d'écriture associé à l'Élam antique (sud-ouest de l'Iran actuel), plus précisément la période proto-élamite vers 3300 à 2800 av."
Q2061593;vivant;"Prototaxites";"Prototaxites";"phare";7;5;ecrit;"fr";2026-09-03;2026-09-07;;"Il y a quatre cents millions d'années, avant les arbres, les plus hauts organismes terrestres étaient probablement des champignons de huit mètres de haut.";"Prototaxites est un genre fossile découvert en 1859."
Q165316;arts;"Pruitt-Igoe";"Pruitt–Igoe";"phare";7;1;a-ecrire;"";2026-09-03;;;"Un ensemble de logements primé par la critique architecturale a été dynamité vingt ans à peine après son inauguration.";"Pruitt-Igoe était un grand quartier d'habitat social construit dans les années 1950 à Saint-Louis (Missouri) aux États-Unis. Il comportait 33 immeubles et 2 870 logements."
Q23034816;vivant;"";"Pseudideonella sakaiensis";"phare";7;3;ecrit;"fr";2026-09-03;2026-09-07;;"Découverte dans une décharge japonaise, cette bactérie digère le plastique PET et peut faire disparaître un film fin en six semaines.";"Ideonella sakaiensis est une bactérie découverte au Japon et capable grâce à une enzyme spécifique de dégrader le plastique de type polytéréphtalate d’éthylène (PET) dans une certaine mesure et sous certaines conditions de mise en culture."
Q44096428;vivant;"";"Pseudoliparis swirei";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Ce poisson gélatineux vit à huit mille mètres sous une pression de huit cents atmosphères, et son corps se dissout dans l'eau chaude de la surface.";"Pseudoliparis swirei, la Limace de mer des Mariannes, est une espèce de poissons de la famille des Liparidae."
Q15057245;cosmos;"PSO J318.5-22";"PSO J318.5−22";"phare";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Une géante gazeuse erre seule dans la Galaxie, sans étoile, tiède et couverte de nuages de poussière brûlante.";"PSO J318.5-22, de son nom complet PSO J318.5338−22.8603, est un objet libre de masse planétaire, possiblement une planète, découverte le 15 septembre 2010 et confirmée en 2013, située à 84 années-lumière de la Terre."
Q528;cosmos;"PSR B1257+12";"PSR B1257+12";"phare";7;3;ecrit;"fr";2026-09-03;2026-09-07;;"Les premières exoplanètes confirmées tournent autour d'un cadavre d'étoile qui les balaye de rayonnements mortels.";"PSR B1257+12 ou PSR J1300+1240, aussi nommé Liche, est un pulsar situé à une distance d'environ 2 312,446 0 années-lumière (700 parsecs) du Soleil, dans la constellation zodiacale de la Vierge."
Q867906;cosmos;"PSR B1620-26 b";"PSR B1620−26 b";"phare";7;2;ecrit;"fr";2026-09-03;2026-09-07;;"Cette planète a 12,7 milliards d'années : elle s'est formée moins d'un milliard d'années après le Big Bang.";"PSR B1620-26 b, parfois appelée PSR B1620-26 c, surnommée de façon non officielle Mathusalem ou plus rarement la « planète de la Genèse », est une exoplanète circumbinaire d'environ 2,5 masses joviennes découverte en 1993 autour d'un système binaire distant d'environ 12 400 années-lumière (3,8 kpc)"
Q459608;arts;"Pyramide rhomboïdale";"Bent Pyramid";"phare";7;1;a-ecrire;"";2026-09-03;;;"Les bâtisseurs ont brusquement changé l'angle en pleine construction, laissant pour l'éternité une pyramide cassée en deux pentes.";"La pyramide rhomboïdale a été construite pour le roi Snéfrou à Dahchour en Égypte. Sa forme particulière en fait une tentative avortée de pyramide à faces lisses, dernier stade de l'évolution des pyramides."
Q1420828;vivant;"Quatre-temps (plante)";"Cornus canadensis";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Sa fleur s'ouvre en moins d'un demi-millième de seconde et catapulte son pollen à dix fois l'accélération d'un astronaute au décollage.";"Le Quatre-temps (Cornus canadensis), aussi nommé cornouiller du Canada, est une espèce de plante de la famille des Cornaceae. Il est une plante herbacée, ligneuse seulement à la base."
Q1683795;arts;"Quatuor pour la fin du Temps";"Quatuor pour la fin du temps";"phare";7;2;a-ecrire;"";2026-09-03;;;"Messiaen l'a créé dans un camp de prisonniers en 1941, devant des milliers de détenus, sur un violoncelle auquel manquait une corde.";"Le Quatuor pour la fin du Temps est une œuvre musicale en huit mouvements d'Olivier Messiaen écrite pour violon, violoncelle, clarinette et piano. Cependant, les quatre instruments ne jouent véritablement ensemble que dans quatre mouvements."
Q7274291;esprit;"";"R v Parks";"phare";7;0;a-ecrire;"";2026-09-03;;;"Il a conduit vingt-trois kilomètres endormi et commis un crime dont il n'a aucun souvenir ; le tribunal l'a acquitté pour somnambulisme.";"R. c. Parks est un arrêt de principe de la Cour suprême du Canada rendu en 1992 sur la défense d'automatisme en droit pénal."
Q815835;cosmos;"R136a1";"R136a1";"phare";7;6;ecrit;"fr";2026-09-03;2026-09-07;;"L'étoile la plus massive connue pèse environ deux cents Soleils et brille plusieurs millions de fois plus fort.";"R136a1 est une étoile de type Wolf-Rayet située dans l'amas stellaire R136. En date de 2018, elle est considérée comme l'étoile la plus massive et la plus lumineuse connue de l'univers observable."
Q327590;terre;"Racetrack Playa";"";"phare";7;0;a-ecrire;"";2026-09-03;;;"Des rochers de plusieurs centaines de kilos se déplacent seuls en laissant des sillons ; il a fallu un siècle pour comprendre pourquoi.";"Racetrack Playa est un lac asséché de manière saisonnière (playa) des États-Unis situé au nord des Panamint Mountains, dans le parc national de la vallée de la Mort, en Californie, d'une longueur de 3,5 km."
Q44547;cosmos;"Radiotélescope d'Arecibo";"Arecibo Telescope";"phare";7;3;ecrit;"fr";2026-09-03;2026-09-07;;"Le géant de 305 mètres s'est effondré sur lui-même en décembre 2020, filmé par un drone qui passait par là.";"Le radiotélescope d’Arecibo était situé à Arecibo sur la côte nord de l’île de Porto Rico. Il est jusqu'en 2016 le plus grand radiotélescope simple jamais construit."
Q1827255;cosmos;"Radiotélescope sphérique de cinq cents mètres d'ouverture";"Five-hundred-meter Aperture Spherical Telescope";"phare";7;2;ecrit;"fr";2026-09-03;2026-09-07;;"Pour installer ce miroir de cinq cents mètres dans une doline chinoise, on a déplacé près de neuf mille villageois.";"Le radiotélescope sphérique de cinq cents mètres d'ouverture (chinois traditionnel : 五百米口徑球面射電望遠鏡 ; chinois simplifié : 五百米口径球面射电望远镜 ; pinyin : Wǔbǎi mǐ kǒujìng qiúmiàn shèdiàn wàngyuǎnjìng), abrégé en anglais FAST pour Five-hundred-meter Aperture Spherical Radio Telescope, est un radiotélescope con"
Q1128589;histoire;"Radium Girls";"Radium Girls";"phare+saviez";7;3;publie;"fr";2026-09-03;;2026-09-05;"Des ouvrières taillaient leur pinceau au radium entre leurs lèvres, jusqu'à ce que leurs mâchoires se désagrègent.";"Les Radium Girls (« filles du radium ») sont des ouvrières américaines ayant été exposées pendant de longues périodes à du radium contenu dans une peinture utilisée pour marquer des cadrans lumineux."
Q161888;vivant;"";"Rafflesia arnoldii";"phare+saviez";7;2;publie;"fr";2026-09-03;;2026-09-05;"Sans feuilles, sans tige, sans racines ni chlorophylle, cette plante vit cachée dans une liane et n'apparaît que pour ouvrir une fleur d'un mètre qui pue la charogne.";"Rafflesia arnoldii R.Br. est une espèce de plantes à fleurs de la famille des Rafflesiaceae."
Q8332;vivant;"Renard roux";"Red fox";"phare+saviez";7;0;publie;"fr";2026-09-03;;2026-09-05;"Il rate rarement son plongeon dans la neige quand il saute vers le nord-est, ce qui suggère qu'il vise à l'aide du champ magnétique terrestre.";"Le renard roux (Vulpes vulpes), parfois désigné sous les noms de renard commun ou encore renard rouge, et plus affectueusement sous la dénomination médiévale de goupil, est une espèce de mammifère carnivore de la famille des Canidés."
Q499461;vivant;"Requin-lutin";"Goblin shark";"insolite+phare";7;2;publie;"fr";2026-09-03;;2026-09-05;"Ce requin projette sa mâchoire entière hors de sa tête, comme un tiroir, pour attraper une proie hors de portée.";"Le Requin-lutin ou requin-gobelin (Mitsukurina owstoni) est une espèce de requins de la famille monotypique des Mitsukurinidae qui comporte un seul genre, Mitsukurina."
Q181078;esprit;"Rêve lucide";"Lucid dream";"phare+saviez";7;0;a-ecrire;"";2026-09-03;;;"Des dormeurs ont résolu des calculs et répondu à des questions depuis l'intérieur de leur rêve, en bougeant les yeux selon un code convenu.";"Un rêve lucide est un rêve durant lequel le rêveur a conscience d'être en train de rêver. L’utilisation de l’adjectif « lucide » en tant que synonyme de « conscient » a été introduite en 1867 par l'écrivain, sinologue et onirologue français Léon d'Hervey de Saint-Denys dans son ouvrage Les Rêves et les moyens de les diriger."
Q75844;histoire;"Révolution de Zanzibar";"Zanzibar Revolution";"phare";7;3;ecrit;"fr";2026-09-03;2026-09-07;;"Un maçon ougandais sans formation militaire a renversé un sultanat vieux de deux siècles en une nuit, avec quelques centaines d'hommes armés de lances.";"La révolution de Zanzibar met fin en 1964 à 200 ans de domination d'une élite arabophone. Le sultan Jamshid ben Abdallah est renversé par une couche plus modeste de la population, linguistiquement davantage proche de Bantous et l'événement aboutit à la fondation de la Tanzanie par fusion du Zanzibar et du Tanganyika voisin."
Q7322305;vivant;"";"Ribeiroia ondatrae";"phare";7;1;publie;"fr";2026-09-03;;2026-09-05;"Ce parasite s'enkyste autour des bourgeons de pattes des têtards et fait naître des grenouilles à cinq, six ou huit membres, plus faciles à attraper pour les hérons.";"Ribeiroia ondatrae, or the frog-mutating flatworm is a parasite in the genus Ribeiroia which is believed to be responsible for many of the recent increases in amphibian limb malformations, particularly missing, malformed, and additional hind legs."
Q133020;vivant;"Riftia pachyptila";"Riftia";"phare";7;2;ecrit;"fr";2026-09-03;2026-09-07;;"Ce ver de deux mètres n'a ni bouche, ni anus, ni intestin : des bactéries logées dans son corps le nourrissent en mangeant le soufre des sources hydrothermales.";"Le ver tubicole géant (Riftia pachyptila) est l'une des espèces extrêmophiles de vers vestimentifères tubicoles vivant dans les grands fonds marins, en colonies pouvant atteindre 100 à 200 individus par m²."
Q944851;cosmos;"";"Robert Evans (astronomer)";"phare";7;2;ecrit;"fr";2026-09-03;2026-09-07;;"Un pasteur australien a découvert visuellement plus de quarante supernovas, en ayant mémorisé l'aspect de milliers de galaxies.";"Robert Owen Evans, né le 20 février 1937 à Sydney en Australie et mort le 8 novembre 2022, est un pasteur de l'Église Unificatrice en Australie et un astronome amateur qui détient le record de découvertes par simple observation de supernovas (40)."
Q46830;sciences;"Robert Hooke";"Robert Hooke";"phare+saviez";7;0;a-ecrire;"";2026-09-03;;;"Aucun portrait de ce savant n'a survécu, et l'on soupçonne son rival le plus puissant d'y avoir personnellement veillé.";"Robert Hooke est un scientifique polymathe anglais né le 18 juillet 1635 (28 juillet 1635 dans le calendrier grégorien) à Freshwater (Île de Wight) et mort le 3 mars 1703 à Londres."
Q715460;esprit;"Robert Liston (chirurgien)";"Robert Liston";"insolite";7;2;a-ecrire;"";2026-09-03;;;"Robert Liston — A 19th-century Scottish surgeon who, among other things, performed what has been described as ""the only operation in history with a 300 percent mortality rate"".";"Robert Liston, né le 28 octobre 1794 à Ecclesmachan et mort le 7 décembre 1847 à Londres, est un chirurgien écossais renommé pour ses compétences chirurgicales rapides et son taux de mortalité relativement bas dans une période où les anesthésiques n'étaient pas disponibles."
Q3098851;mysteres;"Rocher de Dighton";"Dighton Rock";"phare";7;2;a-ecrire;"";2026-09-03;;;"Ce rocher gravé du Massachusetts a été successivement attribué aux Phéniciens, aux Vikings, aux Portugais et aux Amérindiens, depuis 1680.";"Le rocher de Dighton (Dighton Rock) est un bloc erratique de pierre d'une quarantaine de tonnes qui se trouvait à l'origine dans le lit du fleuve Taunton, à Berkley (qui faisait autrefois partie de la ville de Dighton), dans le comté de Bristol (Massachusetts), aux États-Unis."
Q222961;arts;"Rose Valland";"Rose Valland";"phare";7;0;a-ecrire;"";2026-09-03;;;"Employée que les nazis croyaient insignifiante, elle a noté en secret la destination de vingt mille œuvres pillées en France.";"Rose Valland, née le 1er novembre 1898 à Saint-Étienne-de-Saint-Geoirs dans l'Isère et morte le 18 septembre 1980 à Ris-Orangis, est une conservatrice de musée et une résistante française."
Q3177438;arts;"Rugissement";"Roar";"phare";7;0;a-ecrire;"";2026-09-03;;;"Le tournage avec une centaine de fauves non dressés a fait plus de soixante-dix blessés dans l'équipe, dont la chef opératrice scalpée.";"Le rugissement est le cri de plusieurs espèces de félins du genre Panthera. Ces grands félins (sous-famille des Pantherinae) possèdent au niveau des structures vocales un petit os, l'os hyoïde, qui n'est pas tout à fait rigide et peut vibrer, provoquant le rugissement."
Q20795448;mysteres;"Runit";"Runit Island";"phare";7;2;a-ecrire;"";2026-09-03;;;"Un dôme de béton posé sur un cratère d'essai nucléaire du Pacifique contient quatre-vingt-cinq mille mètres cubes de déchets, et il se fissure.";"L'île Runit est l'une des 40 îles d'Eniwetok des Îles Marshall dans l'océan Pacifique. L'île est le site d'un dépôt de déchets radioactifs laissé par les États-Unis après avoir effectué une série d'essais nucléaires sur l'atoll d'Enewetak entre 1946 et 1958."
Q1514814;cosmos;"";"S2 (star)";"phare";7;2;ecrit;"fr";2026-09-03;2026-09-07;;"Elle boucle son orbite autour du trou noir central en seize ans, en frôlant les trois pour cent de la vitesse de la lumière.";"S2 (pour « Source 2 »), aussi désignée S0-2, est une des étoiles les plus proches de la source radio Sagittarius A*, au centre de notre galaxie, la Voie lactée."
Q76375549;cosmos;"";"S5-HVS1";"phare";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Éjectée par le trou noir central, cette étoile file à mille sept cents kilomètres par seconde et quittera définitivement la Galaxie.";"S5-HVS1 is an A-type main-sequence star notable as the fastest one detected as of November 2019, and has been determined to be traveling with a peculiar velocity of 1,755 km/s (3,930,000 mph), almost 0.6% of the speed of light."
Q3133742;vivant;"Sacculina carcini";"Sacculina carcini";"phare+saviez";7;1;publie;"fr";2026-09-03;;2026-09-05;"Cette bernacle envahit un crabe, le stérilise, féminise les mâles et leur fait couver ses œufs à elle avec une tendresse maternelle parfaite.";"La sacculine (Sacculina carcini) est une espèce de crustacés parasite de plusieurs crabes de la famille des Portunidae (dont Liocarcinus holsatus) et des Pirimelidae ainsi que du crabe vert Carcinus maenas."
Q237284;cosmos;"Sagittarius A*";"Sagittarius A*";"phare";7;2;ecrit;"fr";2026-09-03;2026-09-07;;"Le trou noir central de notre galaxie pèse quatre millions de soleils mais tiendrait à l'intérieur de l'orbite de Mercure.";"Sagittarius A* ou Sgr A* (abrégé) (du latin Sagittaire, lu « Sagittarius A étoile ») est un trou noir supermassif du centre galactique de la Voie Lactée (galaxie spirale), d'environ 4,3 millions de masses solaires, et une source radio intense, située dans la direction de la constellation zodiacale d"
Q12506;arts;"Sainte-Sophie (Constantinople)";"Hagia Sophia";"phare+saviez";7;0;a-ecrire;"";2026-09-03;;;"Un garde varègue qui s'ennuyait pendant l'office a gravé « Halfdan était ici » en runes sur une balustrade de marbre.";"Sainte-Sophie (du grec Ἁγία Σοφία, Hagía Sophía, litt. « sagesse de Dieu », « sagesse divine », nom repris en turc sous la forme Ayasofya) est une ancienne basilique byzantine devenue mosquée, située à Istanbul, dans l'ancienne Constantinople, sur le côté ouest du Bosphore."
Q361108;esprit;"";"Santorio Santorio";"phare";7;0;a-ecrire;"";2026-09-03;;;"Il a passé trente ans à vivre sur une balance géante pour peser tout ce qu'il mangeait et tout ce qu'il excrétait.";"Santorio Santorio ou Sanctorius (Capodistria 29 mars 1561 – Venise 22 février 1636) est un médecin et inventeur italien. C'est le premier à introduire des mesures quantitatives systématiques de divers paramètres vitaux en médecine."
Q210790;cosmos;"";"Saturn's hexagon";"phare";7;3;publie;"fr";2026-09-03;;2026-09-05;"Un nuage hexagonal parfait de trente mille kilomètres de côté tourne au pôle nord de Saturne depuis au moins quarante ans.";"L'hexagone de Saturne est un motif nuageux hexagonal qui tourne en permanence au-dessus du pôle Nord de la planète Saturne."
Q5962358;vivant;"";"Scaly-foot gastropod";"phare+saviez";7;4;publie;"fr";2026-09-03;;2026-09-05;"Cet escargot des sources hydrothermales blinde son pied d'écailles de sulfure de fer et sa coquille contient de la pyrite.";"Le Gastéropode écailleux (Chrysomallon squamiferum) est une espèce d'escargot marin, de la famille des Peltospiridae, vivant aux abords des sources hydrothermales profondes."
Q2594824;sciences;"SCIgen";"SCIgen";"phare";7;2;a-ecrire;"";2026-09-03;;;"Un logiciel du MIT fabrique des articles scientifiques aléatoires, et plus de cent d'entre eux ont été acceptés par des revues et des conférences.";"SCIgen (pour Science Generator) est un programme qui rédige des textes sans signification adoptant la forme d'articles scientifiques en informatique, avec références, graphiques et diagrammes inclus."
Q1308944;esprit;"Secousse hypnique";"Hypnic jerk";"phare";7;0;a-ecrire;"";2026-09-03;;;"Cette sensation de chute qui vous réveille au moment de vous endormir touche presque tout le monde et reste inexpliquée.";"La secousse hypnique, myoclonie d'endormissement, myoclonie hypnagogique ou encore sursaut du sommeil est un sursaut avec contraction soudaine des muscles qui advient à l'endormissement."
Q1813110;cosmos;"Segue 1";"Segue 1";"phare";7;2;ecrit;"fr";2026-09-03;2026-09-07;;"Cette galaxie ne contient que quelques centaines d'étoiles mais pèse comme six cents mille soleils.";"Segue 1 (Sloan Extension for Galactic Understanding and Exploration) est un amas globulaire ou une galaxie naine sphéroïdale satellite de la Voie lactée, découvert(e) au printemps 2006 par le Sloan Digital Sky Survey (SDSS)."
Q36204;terre;"Séisme de 2011 de la côte Pacifique du Tōhoku";"2011 Tōhoku earthquake and tsunami";"phare";7;1;a-ecrire;"";2026-09-03;;;"La secousse a déplacé la côte japonaise de deux mètres et demi vers l'est et décalé l'axe de rotation de la Terre.";"Le séisme de 2011 de la côte Pacifique du Tōhoku, ou simplement appelé séisme de Tōhoku, est un tremblement de terre de magnitude 9,1, survenu au large des côtes nord-est de l'île de Honshū, au Japon, le 11 mars 2011 à 5 h 46 min 24 s (UTC)."
Q1348910;terre;"Séisme du 28 décembre 1908 à Messine";"1908 Messina earthquake";"phare";7;1;a-ecrire;"";2026-09-03;;;"Le détroit s'est vidé puis est revenu en vagues de douze mètres, tuant quatre-vingt mille personnes avant le lever du jour.";"Le séisme de 1908 à Messine est un tremblement de terre qui s'est produit à 5 h 20 le 28 décembre 1908 dans le détroit de Messine et a touché le Nord-Est de la Sicile et la pointe sud-ouest de la Calabre."
Q1756483;vivant;"Selaginella lepidophylla";"Selaginella lepidophylla";"phare";7;0;ecrit;"fr";2026-09-03;2026-09-07;;"Cette plante se recroqueville en boule sèche, peut être transportée des années comme un caillou mort, et reverdit en quelques heures dans l'eau.";"La Selaginella lepidophylla, appelée aussi fausse rose de Jéricho, est une espèce de plantes de la famille des Sélaginellacées. C'est une sélaginelle originaire du désert de Chihuahua situé à la frontière entre le sud des États-Unis et le Nord du Mexique."
Q742168;arts;"Serpent (musique)";"Serpent (instrument)";"phare";7;1;a-ecrire;"";2026-09-03;;;"Instrument d'église en bois recouvert de cuir, tordu comme un reptile, il a doublé les chants pendant trois siècles avant de disparaître.";"Le serpent est un instrument à vent grave, à perce conique et dont l'embouchure est appelée « bouquin »."
Q1141601;cosmos;"SGR 1806-20";"SGR 1806−20";"phare";7;2;ecrit;"fr";2026-09-03;2026-09-07;;"En 2004, un éclair venu de 50 000 années-lumière a ionisé la haute atmosphère terrestre en un dixième de seconde.";"SGR 1806-20, également connu sous le nom de PSR J1808-2024, est un magnétar, découvert en 1979, identifié comme sursauteur gamma mou, situé dans la constellation du Sagittaire, à ∼ 50 000 a.l."
Q3181898;esprit;"Shakuntala Devi";"Shakuntala Devi";"phare";7;0;a-ecrire;"";2026-09-03;;;"Elle a multiplié de tête deux nombres de treize chiffres en vingt-huit secondes, réponse énoncée comprise.";"Shakuntala Devi (en kannada : ಶಕುಂತಲಾ ದೇವಿ), née le 4 novembre 1929 à Bangalore en Inde et morte le 21 avril 2013 dans cette même ville, est une « calculatrice prodige »."
Q19694626;terre;"Shanay-Timpishka";"Shanay-timpishka";"phare";7;1;a-ecrire;"";2026-09-03;;;"Une rivière amazonienne coule à quatre-vingts degrés sur six kilomètres, sans volcan aux environs, et ébouillante les animaux qui y tombent.";"La Shanay-Timpishka est une rivière du Pérou, participant au bassin amazonien. Elle est caractérisée par la très haute température de ses eaux qui atteignent parfois 100°C, ce qui la fait appeler « la seule rivière bouillante du monde »."
Q3065189;arts;"";"Shaun Greenhalgh";"phare";7;0;a-ecrire;"";2026-09-03;;;"Depuis l'abri de jardin de ses parents, il a fabriqué des antiquités de trois millénaires différents, achetées par de grands musées.";"Shaun Greenhalgh (né en 1961) est un faussaire britannique spécialisé dans l'art."
Q701094;histoire;"Siège de Candie";"Siege of Candia";"phare";7;4;ecrit;"fr";2026-09-03;2026-09-07;;"Les Ottomans ont assiégé la ville crétoise vingt et un ans d'affilée, ce qui en fait le plus long siège de l'histoire.";"Le siège de Candie est l'épisode majeur de la conquête de la Crète par les Ottomans."
Q1570745;mysteres;"Silphium (Antiquité)";"Silphium";"phare+saviez";7;2;a-ecrire;"";2026-09-03;;;"Cyrène a bâti sa fortune sur une plante médicinale si convoitée qu'elle figurait sur ses pièces, et qu'on a consommée jusqu'à l'extinction.";"Le silphium, σίλφιον (sílphion) en grec ancien, était une plante condimentaire et médicinale, très utilisée et très appréciée dans l'Antiquité gréco-romaine."
Q2512355;vivant;"Siphonophore géant";"Praya dubia";"phare";7;3;ecrit;"fr";2026-09-03;2026-09-07;;"Cette colonie flottante d'individus spécialisés dépasse quarante mètres de long, plus qu'une baleine bleue, pour un corps aussi fragile qu'une bulle.";"Le siphonophore géant (Praya dubia) est un animal des profondeurs marines appartenant à l'ordre des siphonophores. Cet ordre fait partie de l'embranchement des cnidaires, un groupe d'invertébrés dont font également partie les méduses."
Q3962041;cosmos;"";"Sirius B";"phare+saviez";7;1;a-ecrire;"";2026-09-03;;;"On a deviné son existence en voyant Sirius zigzaguer, avant de découvrir une étoile grosse comme la Terre et lourde comme le Soleil.";"Sirius B is a white dwarf star and the faint companion to Sirius A, the brightest star in Earth's night sky (also known as the ""Dog Star""), located in the constellation of Canis Major or the ""Greater Dog""."
Q2290344;terre;"";"Sistema Sac Actun";"phare";7;0;a-ecrire;"";2026-09-03;;;"Le plus long réseau de grottes noyées du monde relie trois cent soixante-dix kilomètres de galeries sous la jungle du Yucatán.";"Sistema Sac Actun (Yucatec Maya: sak aktun, lit. 'white cave', Spanish: sistema, lit."
Q1118802;sciences;"Slinky";"Slinky";"phare+saviez";7;2;a-ecrire;"";2026-09-03;;;"Un ressort tombé d'une étagère de laboratoire naval a fait la fortune de l'ingénieur qui l'a simplement regardé descendre.";"Un Slinky (aussi appelé « Ondamania ») est un jouet en forme de ressort, fait de métal ou de plastique, inventé dans les années 1940 par l'ingénieur en mécanique Richard T."
Q584905;cosmos;"SN 1987A";"SN 1987A";"phare";7;4;ecrit;"fr";2026-09-03;2026-09-07;;"Ses neutrinos sont arrivés sur Terre trois heures avant sa lumière, parce qu'ils ont quitté l'étoile avant que l'onde de choc n'en sorte.";"SN 1987A est une supernova du Grand Nuage de Magellan, une galaxie naine proche de la Voie lactée visible depuis l'hémisphère sud."
Q2035756;cosmos;"";"Solar eclipse of May 29, 1919";"phare";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Deux expéditions ont photographié des étoiles à côté du Soleil éteint et rendu Einstein mondialement célèbre en une nuit.";"L'éclipse solaire du 29 mai 1919 est une éclipse solaire totale."
Q4428661;esprit;"";"Somatoparaphrenia";"insolite+phare";7;1;publie;"fr";2026-09-03;;2026-09-05;"Certains patients affirment très calmement que le bras posé dans leur lit appartient à leur frère, ou à l'infirmière de garde.";"La somatoparaphrénie est un trouble neuropsychologique rare qui conduit une personne héminégligente à tenir un discours producteur ou positif mais illusoire voire délirant sur l'un de ses membres, à la différence de l'anosognosie caractérisée de manière négative."
Q509384;cosmos;"Soyouz 23";"Soyuz 23";"phare";7;2;publie;"fr";2026-09-03;;2026-09-05;"La capsule s'est posée de nuit sur un lac gelé, a coulé sous la glace, et l'équipage a suffoqué neuf heures dans le noir.";"Soyouz 23 est une mission du vaisseau spatial Soyouz soviétique lancée le 14 octobre 1976 dont l'objectif était d'amener un équipage à bord de la station spatiale militaire Saliout 5 (programme Almaz)."
Q176276;cosmos;"Spirit (rover)";"Spirit (rover)";"phare+saviez";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Enlisé pour de bon, le rover a labouré le sable avec sa roue bloquée et découvert ainsi de la silice pure, trace d'anciennes sources chaudes.";"Spirit (en français : « Esprit »), alias MER-A (Mars Exploration Rover - A), est l'un des deux astromobiles de la mission Mars Exploration Rover de l'agence spatiale américaine, la NASA, lancé vers la planète Mars en 2003."
Q139759;vivant;"";"Spongiforma squarepantsii";"insolite+phare";7;1;ecrit;"fr";2026-09-03;2026-09-07;;"Ce champignon de Bornéo est élastique comme une éponge et reprend sa forme après avoir été essoré, d'où son nom.";"Spongiforma squarepantsii est une espèce de champignons de la famille des Boletaceae. Il a été découvert dans le parc national des Lambir Hills, au Sarawak, en Malaisie en 2013."
Q83163;sciences;"Srinivasa Ramanujan";"Srinivasa Ramanujan";"phare+saviez";7;0;a-ecrire;"";2026-09-03;;;"Un employé de bureau de Madras a envoyé à Cambridge des dizaines de formules sans démonstration, dont certaines n'ont été prouvées qu'un siècle après.";"Srinivasa Ramanujan (en tamoul : சீனிவாச இராமானுஜன் .), né le 22 décembre 1887 à Erode et mort le 26 avril 1920 à Kumbakonam, est un mathématicien indien. Issu d'une famille modeste de brahmanes tamouls orthodoxes, il est autodidacte, faisant toujours preuve d'une pensée indépendante et originale."
