n;univers;univers_nom;titre;pourquoi;refuser
2111;terre;"Terre & Océans";"Stromatolithe";"Ces cailloux vivants bâtis par des bactéries sont l'exacte copie de ceux qui ont rempli l'atmosphère d'oxygène il y a trois milliards d'années.";
2112;terre;"Terre & Océans";"Structure de Richat";"Un œil de cinquante kilomètres dessiné dans le Sahara, si visible depuis l'orbite qu'il a servi de repère aux astronautes.";
2113;terre;"Terre & Océans";"Séisme de 1556 au Shaanxi";"Huit cent trente mille morts : la plupart dormaient dans des habitations creusées dans le lœss, qui se sont refermées sur eux.";
2114;terre;"Terre & Océans";"Séisme de 1908 à Messine";"Le détroit s'est vidé puis est revenu en vagues de douze mètres, tuant quatre-vingt mille personnes avant le lever du jour.";
2115;terre;"Terre & Océans";"Séisme de 1950 en Assam";"La secousse a fait sonner les sismographes du monde entier, changé le lit de fleuves et fait remonter des collines au milieu des rizières.";
2116;terre;"Terre & Océans";"Séisme de 1964 en Alaska";"La terre a tremblé quatre minutes et le sol s'est soulevé de onze mètres par endroits, s'affaissant de deux mètres ailleurs.";
2117;terre;"Terre & Océans";"Séisme de 2004 dans l'océan Indien";"La rupture a couru sur mille six cents kilomètres, redistribué assez de masse pour raccourcir la journée et fait plus de deux cent mille morts.";
2118;terre;"Terre & Océans";"Séisme de 2011 de la côte Pacifique du Tōhoku";"La secousse a déplacé la côte japonaise de deux mètres et demi vers l'est et décalé l'axe de rotation de la Terre.";
2119;terre;"Terre & Océans";"Séisme de 2011 à Christchurch";"La liquéfaction du sol a fait remonter des centaines de milliers de tonnes de boue à travers les rues, les jardins et les pelouses.";
2120;terre;"Terre & Océans";"Séisme de Cascadia de 1700";"Un tsunami arrivé au Japon sans le moindre séisme japonais a permis de dater à l'heure près une secousse américaine antérieure à tout témoignage écrit.";
2121;terre;"Terre & Océans";"Séisme de Tangshan";"Une ville chinoise d'un million d'habitants a été rasée en vingt-trois secondes une nuit de juillet 1976.";
2122;terre;"Terre & Océans";"Séisme de Valdivia de 1960";"Magnitude neuf virgule cinq : la planète entière a vibré comme une cloche pendant des jours et le tsunami a tué au Japon.";
2123;terre;"Terre & Océans";"Séisme des Grands Bancs de 1929";"Un glissement sous-marin a sectionné douze câbles télégraphiques les uns après les autres, révélant du même coup l'existence des courants de turbidité.";
2124;terre;"Terre & Océans";"Séismes de New Madrid";"Les secousses de 1811 ont fait remonter le Mississippi à contre-courant et sonner des cloches d'église à mille cinq cents kilomètres.";
2125;terre;"Terre & Océans";"Séismes induits en Oklahoma";"Un État presque sans tremblements de terre en a subi plus de neuf cents en un an après l'injection souterraine d'eaux usées pétrolières.";
2126;terre;"Terre & Océans";"Sótano de las Golondrinas";"Un gouffre mexicain où l'on chute librement pendant plus de trois cents mètres avant que la corde ne serve, et où des oiseaux tournent en spirale.";
2127;terre;"Terre & Océans";"Taam Ja'";"Ce trou bleu mexicain a été sondé à plus de quatre cent vingt mètres sans que l'on touche le fond.";
2128;terre;"Terre & Océans";"Tanis (site paléontologique)";"Des poissons du Dakota ont dans les branchies les billes de verre retombées le jour même de l'impact qui a tué les dinosaures.";
2129;terre;"Terre & Océans";"Tempête géomagnétique de mars 1989";"Six millions de Québécois se sont réveillés sans électricité à cause d'une éruption survenue à la surface du Soleil.";
2130;terre;"Terre & Océans";"Terre Marie Byrd";"Un million et demi de kilomètres carrés d'Antarctique que pas un seul pays au monde ne revendique.";
2131;terre;"Terre & Océans";"Terre boule de neige";"Les glaces auraient atteint l'équateur et enveloppé la planète entière pendant des millions d'années.";
2132;terre;"Terre & Océans";"Tonlé Sap";"Chaque mousson, la rivière cambodgienne inverse son cours et fait gonfler le lac jusqu'à cinq fois sa taille.";
2133;terre;"Terre & Océans";"Tornade d'El Reno";"La tornade la plus large jamais mesurée faisait 4,2 kilomètres de bord à bord et a tué les chasseurs d'orages venus l'étudier.";
2134;terre;"Terre & Océans";"Tornade de Daulatpur-Saturia";"La tornade la plus meurtrière jamais recensée a fait treize cents morts en une heure au Bangladesh en 1989.";
2135;terre;"Terre & Océans";"Tornade de feu";"À Tokyo en 1923, un tourbillon de flammes a tué trente-huit mille personnes réfugiées sur une même place en un quart d'heure.";
2136;terre;"Terre & Océans";"Tornade tri-État";"En 1925, une tornade a couru trois cent cinquante kilomètres au sol pendant trois heures et demie, tuant six cent quatre-vingt-quinze personnes.";
2137;terre;"Terre & Océans";"Tremblement de terre de 1755 à Lisbonne";"La ville s'est effondrée un matin de Toussaint, puis a brûlé, puis a été noyée par un tsunami, ébranlant la philosophie de toute l'Europe.";
2138;terre;"Terre & Océans";"Trinitite";"Le sable du Nouveau-Mexique a été vitrifié en un minéral vert qui n'existait nulle part sur Terre avant le 16 juillet 1945.";
2139;terre;"Terre & Océans";"Tristan da Cunha";"En 1961, un volcan a forcé l'évacuation de toute la population vers l'Angleterre ; deux ans plus tard, presque tous sont rentrés.";
2140;terre;"Terre & Océans";"Trou bleu de Dean";"Des apnéistes descendent à plus de cent mètres dans ce puits marin des Bahamas sur une seule inspiration.";
2141;terre;"Terre & Océans";"Trovant";"Ces pierres roumaines gonflent après la pluie et bourgeonnent, ce qui leur a valu la réputation de rochers vivants.";
2142;terre;"Terre & Océans";"Typhon Tip";"Ce cyclone couvrait à lui seul près de la moitié des États-Unis, avec un diamètre de 2 200 kilomètres.";
2143;terre;"Terre & Océans";"Vague de Draupner";"Le 1er janvier 1995, une plateforme a mesuré une muraille d'eau de vingt-six mètres, prouvant que les vagues scélérates existent vraiment.";
2144;terre;"Terre & Océans";"Vallée de la Mort";"Le thermomètre y a affiché cinquante-six degrés et sept dixièmes en 1913, record mondial jamais égalé depuis.";
2145;terre;"Terre & Océans";"Vallée de la Mort (Kamtchatka)";"Ours, renards et aigles meurent en quelques minutes dans ce vallon où s'accumulent des gaz volcaniques invisibles et inodores.";
2146;terre;"Terre & Océans";"Vallées sèches de McMurdo";"Il n'y a pas plu ici depuis environ deux millions d'années, et le vent y momifie des phoques égarés depuis des siècles.";
2147;terre;"Terre & Océans";"Verkhoïansk";"La même ville sibérienne est descendue à -67 °C et montée à 38 °C, un écart de plus de cent degrés au-dessus du cercle polaire.";
2148;terre;"Terre & Océans";"Verre du désert Libyque";"Le scarabée du pectoral de Toutânkhamon est taillé dans un verre né d'une explosion cosmique il y a vingt-neuf millions d'années.";
2149;terre;"Terre & Océans";"Volcan Havre";"Une éruption sous-marine inaperçue a fait flotter en 2012 un radeau de pierre ponce de vingt-six mille kilomètres carrés.";
2150;terre;"Terre & Océans";"Volcan Poás";"Son lac de cratère a affiché un pH proche de zéro, une eau plus corrosive que l'acide d'une batterie de voiture.";
2151;terre;"Terre & Océans";"Vulcan Point";"Cet îlot est une île dans un lac, posé sur une île dans un lac, lui-même sur une île des Philippines.";
2152;terre;"Terre & Océans";"Wadi Al-Hitan";"En plein désert égyptien reposent des centaines de squelettes de baleines qui possédaient encore des pattes arrière.";
2153;terre;"Terre & Océans";"Waimangu";"Le plus haut geyser jamais observé projetait de l'eau à quatre cent soixante mètres ; en 1903, il a tué quatre spectateurs.";
2154;terre;"Terre & Océans";"Wave Rock";"Une falaise australienne a exactement la forme d'une vague de quinze mètres sur le point de déferler, figée dans un granite de 2,7 milliards d'années.";
2155;terre;"Terre & Océans";"Whakaari";"Quarante-sept touristes se promenaient dans le cratère de cette île néo-zélandaise quand elle a explosé, en décembre 2019.";
2156;terre;"Terre & Océans";"Wittenoom";"Cette ville australienne a été rayée des cartes et privée d'électricité parce que son sol est saturé de fibres d'amiante bleue.";
2157;terre;"Terre & Océans";"Xiaozhai tiankeng";"Cette bouche s'ouvre sur six cent soixante mètres de vide, avec une rivière au fond et une forêt entière poussant à l'intérieur.";
2158;terre;"Terre & Océans";"Yanartaş";"Des flammes jaillissent de la roche nue sans combustible visible depuis l'Antiquité, et les marins antiques s'en servaient comme phare.";
2159;terre;"Terre & Océans";"Yungay (Pérou)";"Un séisme a détaché un pan du glacier voisin ; l'avalanche de glace et de roche a effacé la ville en trois minutes en 1970.";
2160;terre;"Terre & Océans";"Zalzala Koh";"Un séisme pakistanais de 2013 a fait sortir une île de la mer ; quatre ans plus tard, les vagues l'avaient entièrement effacée.";
2161;terre;"Terre & Océans";"Zealandia";"Un huitième continent de cinq millions de kilomètres carrés a été reconnu en 2017 : il est immergé à 94 %.";
2162;terre;"Terre & Océans";"Éclairs du Catatumbo";"Au-dessus de l'embouchure d'un fleuve vénézuélien, la foudre tombe environ deux cent soixante nuits par an, jusqu'à vingt-huit fois par minute.";
2163;terre;"Terre & Océans";"Éruption de l'Ilopango";"Une éruption salvadorienne du VIe siècle a couvert l'Amérique centrale d'une cendre blanche qui a vidé la région pour des décennies.";
2164;terre;"Terre & Océans";"Éruption de la montagne Pelée en 1902";"Une nuée ardente a effacé une ville de trente mille habitants en quelques minutes ; un prisonnier enfermé au cachot a survécu.";
2165;terre;"Terre & Océans";"Éruption du Cumbre Vieja de 2021";"Trois mois de lave ont enseveli mille bâtiments aux Canaries tout en agrandissant l'île de cinquante hectares gagnés sur l'océan.";
2166;terre;"Terre & Océans";"Éruption du Huaynaputina en 1600";"Une éruption péruvienne a refroidi l'hémisphère nord au point de déclencher, en Russie, une famine qui a tué deux millions de personnes.";
2167;terre;"Terre & Océans";"Éruption du Krakatoa en 1883";"La détonation a été entendue à près de cinq mille kilomètres, et les baromètres du monde entier ont enregistré l'onde sept fois.";
2168;terre;"Terre & Océans";"Éruption du Samalas en 1257";"Les glaces polaires gardaient la trace de la plus grosse éruption du millénaire, mais le volcan coupable n'a été identifié qu'en 2013.";
2169;terre;"Terre & Océans";"Éruption du Tambora en 1815";"Le volcan a volé la moitié de sa hauteur et provoqué, à l'autre bout du monde, une année sans été et des famines.";
2170;terre;"Terre & Océans";"Éruption du Taupo";"Vers l'an 232, le ciel est devenu rouge sang au-dessus de Rome et de la Chine, et personne n'a jamais su pourquoi sur le moment.";
2171;terre;"Terre & Océans";"Éruption du mont Saint Helens en 1980";"Le versant nord de la montagne a glissé d'un bloc, libérant une explosion latérale qui a couché des forêts sur trois cents kilomètres carrés.";
2172;terre;"Terre & Océans";"Éruption minoenne";"L'explosion de Santorin a vidé le centre d'une île entière et projeté des cendres jusqu'en Égypte, vers 1600 avant notre ère.";
2173;terre;"Terre & Océans";"Étang Don Juan";"Huit fois plus salée que l'océan, cette flaque antarctique reste liquide par moins cinquante degrés.";
2174;terre;"Terre & Océans";"Étang de Bayou Corne";"L'effondrement d'une caverne de sel en 2012 a ouvert un gouffre qui a englouti des cyprès entiers debout, en quelques secondes.";
2175;terre;"Terre & Océans";"Île Bouvet";"Sur cet îlot glacé, le plus isolé du monde, une expédition a trouvé en 1964 un canot abandonné et jamais identifié.";
2176;terre;"Terre & Océans";"Île Ferdinandea";"Cette île sicilienne a surgi de la mer en 1831, a été revendiquée par trois pays, puis a coulé avant que le conflit ne soit tranché.";
2177;terre;"Terre & Océans";"Île New Moore";"L'Inde et le Bangladesh se disputaient cette île jusqu'à ce que la montée des eaux règle le litige en l'engloutissant.";
2178;terre;"Terre & Océans";"Île de Kaffeklubben";"La terre ferme la plus septentrionale du monde est un caillou entouré de bancs de gravier qui apparaissent et disparaissent d'un été à l'autre.";
2179;terre;"Terre & Océans";"Îles Diomède";"Quatre kilomètres séparent ces deux îles, mais vingt et une heures les séparent sur le calendrier.";
2180;vivant;"Le Vivant";"Abeille africanisée";"Vingt-six reines africaines échappées d'un laboratoire brésilien en 1957 ont produit une lignée qui a colonisé un continent entier.";
2181;vivant;"Le Vivant";"Acanthaspis petax";"Cette punaise assassine colle sur son dos les cadavres vidés des fourmis qu'elle a tuées, jusqu'à vingt, pour se déguiser en tas d'ordures.";
2182;vivant;"Le Vivant";"Aepyornis";"Cet oiseau malgache de trois mètres pondait des œufs de neuf litres, capables de contenir le contenu de cent cinquante œufs de poule.";
2183;vivant;"Le Vivant";"Agra schwarzeneggeri";"Ce coléoptère du Costa Rica a été nommé d'après l'acteur en raison des cuisses médianes anormalement renflées du mâle.";
2184;vivant;"Le Vivant";"Albatros hurleur";"Il fait le tour de l'océan Austral en quarante-six jours en planant presque sans battre des ailes, ses épaules bloquées par un tendon qui lui évite tout effort.";
2185;vivant;"Le Vivant";"Aleiodes shakirae";"Cette guêpe parasite fait onduler le ventre de sa chenille hôte, d'où son nom donné en hommage à la chanteuse.";
2186;vivant;"Le Vivant";"Alex (perroquet)";"Ce perroquet gris répondait « aucun » quand deux objets ne différaient par rien, une notion de zéro qu'on croyait hors de portée d'un cerveau d'oiseau.";
2187;vivant;"Le Vivant";"Alpheidae";"En refermant sa pince, cette crevette crée une bulle dont l'effondrement atteint brièvement des milliers de degrés et émet un flash de lumière.";
2188;vivant;"Le Vivant";"Alvinella pompejana";"Ce ver vit collé à des cheminées volcaniques sous-marines avec la queue à environ quatre-vingts degrés et la tête à vingt.";
2189;vivant;"Le Vivant";"Amorphophallus titanum";"Sa fleur de trois mètres chauffe son sommet à la température du corps humain pour propulser une odeur de cadavre à des kilomètres, quelques heures tous les sept ans.";
2190;vivant;"Le Vivant";"Amphioctopus marginatus";"Ce poulpe transporte des demi-coquilles de noix de coco sous son corps, ce qui le ralentit, pour s'en faire un abri plus tard.";
2191;vivant;"Le Vivant";"Amphiprion";"Chez ces poissons, c'est le mâle dominant qui devient femelle à la mort de celle-ci, l'inverse exact du scénario de Nemo.";
2192;vivant;"Le Vivant";"Ampulex compressa";"Cette guêpe pique deux fois, la seconde dans un ganglion précis du cerveau, puis conduit la blatte docile par une antenne jusqu'au terrier, comme un chien en laisse.";
2193;vivant;"Le Vivant";"Anableps";"Chacun de ses yeux est divisé en deux moitiés avec deux pupilles et deux focales : il voit net au-dessus et en dessous de l'eau simultanément.";
2194;vivant;"Le Vivant";"Angraecum sesquipedale";"Devant son éperon de trente centimètres, Darwin a prédit l'existence d'un papillon à trompe démesurée ; on l'a trouvé quarante et un ans après sa mort.";
2195;vivant;"Le Vivant";"Anguille électrique";"Six cents volts, produits par un animal, dans l'eau.";
2196;vivant;"Le Vivant";"Anomalocaris";"Ses trois parties ont été décrites comme trois animaux distincts : une crevette, une méduse et une éponge, pendant près d'un siècle.";
2197;vivant;"Le Vivant";"Anophthalmus hitleri";"Ce coléoptère aveugle des grottes slovènes est menacé par les collectionneurs de souvenirs nazis, qui paient des milliers d'euros par exemplaire.";
2198;vivant;"Le Vivant";"Antechinus";"Le mâle s'accouple sans dormir pendant quatorze heures d'affilée, jusqu'à ce que son système immunitaire s'effondre : toute la génération mâle meurt en quelques semaines.";
2199;vivant;"Le Vivant";"Antilope saïga";"En trois semaines de 2015, une bactérie inoffensive devenue mortelle sous l'effet de la chaleur a tué deux cent mille individus, soit deux tiers de l'espèce.";
2200;vivant;"Le Vivant";"Aphelocoma californica";"Devant le cadavre d'un congénère, ces geais appellent bruyamment, se rassemblent et cessent de se nourrir dans la zone pendant plus d'une journée.";
2201;vivant;"Le Vivant";"Apis cerana japonica";"Les abeilles japonaises entourent le frelon intrus par centaines et vibrent jusqu'à quarante-sept degrés : elles supportent cette chaleur, lui non.";
2202;vivant;"Le Vivant";"Apis mellifera capensis";"Les ouvrières de cette abeille peuvent pondre des clones femelles et envahir d'autres ruches comme un parasite social, jusqu'à les faire mourir.";
2203;vivant;"Le Vivant";"Argonauta argo";"Le mâle, quinze fois plus petit, détache son bras sexuel qui nage seul jusqu'à la femelle ; on l'a d'abord décrit comme un ver parasite.";
2204;vivant;"Le Vivant";"Argyroneta aquatica";"Cette araignée vit sous l'eau dans une cloche de soie qu'elle remplit d'air, et qui fonctionne comme une branchie en captant l'oxygène dissous.";
2205;vivant;"Le Vivant";"Armillaria ostoyae";"Un seul individu de ce champignon couvre neuf kilomètres carrés de forêt de l'Oregon sous terre et pèse peut-être des centaines de tonnes.";
2206;vivant;"Le Vivant";"Aspidoscelis neomexicanus";"Cette espèce ne compte aucun mâle : les femelles se clonent, mais simulent l'accouplement entre elles pour déclencher la ponte.";
2207;vivant;"Le Vivant";"Axolotl";"Il reste larve toute sa vie, se reproduit sans jamais devenir adulte et repousse ses pattes, sa mâchoire, son cœur et des morceaux de son cerveau sans cicatrice.";
2208;vivant;"Le Vivant";"Aye-aye";"Il tapote le bois avec un doigt squelettique désarticulé, écoute l'écho pour repérer une larve, perce l'écorce et va la chercher avec ce même doigt.";
2209;vivant;"Le Vivant";"Ayumu";"Ce jeune chimpanzé mémorise la position de neuf chiffres affichés deux dixièmes de seconde, tâche à laquelle aucun humain testé n'arrive.";
2210;vivant;"Le Vivant";"Bactérie câble";"Ces bactéries s'alignent en filaments de plusieurs centimètres qui transportent un courant électrique du fond de la vase jusqu'à la surface.";
2211;vivant;"Le Vivant";"Bactérie magnétotactique";"Ces bactéries fabriquent une chaîne de cristaux d'aimant dans leur corps et s'alignent sur le champ magnétique terrestre comme des boussoles vivantes.";
2212;vivant;"Le Vivant";"Baleine boréale";"Des pointes de harpon du XIXe siècle ont été retrouvées dans des individus vivants : certaines dépassent deux cents ans sans presque développer de cancer.";
2213;vivant;"Le Vivant";"Baleine à 52 hertz";"Depuis 1989, un chant de baleine est enregistré sur une fréquence qu'aucune autre baleine n'utilise ni, semble-t-il, n'entend.";
2214;vivant;"Le Vivant";"Baleine à bec de Cuvier";"Un individu a plongé à 2 992 mètres et un autre est resté trois heures quarante-deux sous l'eau sans respirer une seule fois.";
2215;vivant;"Le Vivant";"Baleine à bosse";"Tous les mâles d'un océan chantent la même chanson, qui se modifie ensemble chaque année et voyage d'ouest en est comme une mode.";
2216;vivant;"Le Vivant";"Barge rousse";"Une jeune barge baguée a volé de l'Alaska à la Tasmanie sans se poser une seule fois : 13 560 kilomètres en onze jours sans manger ni boire.";
2217;vivant;"Le Vivant";"Basilosaurus";"Ce nom signifie « roi lézard » : on avait pris pour un reptile marin une baleine de vingt mètres aux petites pattes arrière inutiles.";
2218;vivant;"Le Vivant";"Bathynomus giganteus";"Ce cloporte marin de cinquante centimètres peut jeûner plus de cinq ans, comme celui d'un aquarium japonais qui a refusé toute nourriture jusqu'à sa mort.";
2219;vivant;"Le Vivant";"Batrachochytrium dendrobatidis";"Ce champignon microscopique a causé le déclin de plus de cinq cents espèces d'amphibiens et l'extinction de quatre-vingt-dix d'entre elles, la pire épidémie animale connue.";
2220;vivant;"Le Vivant";"Birgus latro";"Ce crabe grimpe aux cocotiers, se noie dans l'eau de mer, et sa pince serre avec une force comparable à la morsure d'un lion.";
2221;vivant;"Le Vivant";"Blastophaga psenes";"Chaque figue que vous mangez est une fleur inversée dans laquelle une guêpe est entrée, a perdu ses ailes, a pondu et est morte, digérée par le fruit.";
2222;vivant;"Le Vivant";"Bonellia viridis";"La larve qui se pose sur le fond devient une femelle de dix centimètres, celle qui touche une femelle devient un mâle microscopique qui vivra dans son corps.";
2223;vivant;"Le Vivant";"Boquila trifoliolata";"Cette liane chilienne imite la forme, la taille et la couleur des feuilles de l'arbre qu'elle escalade, et change de modèle si elle change de support.";
2224;vivant;"Le Vivant";"Bothrops insularis";"Sur une île brésilienne interdite, la densité atteint un serpent par mètre carré, et leur venin est cinq fois plus puissant que celui du continent.";
2225;vivant;"Le Vivant";"Boulengerula taitanus";"La mère développe une peau grasse spéciale que ses petits arrachent et dévorent par lambeaux, avec des dents faites pour ça.";
2226;vivant;"Le Vivant";"Bouquetin des Alpes";"Ces bouquetins escaladent la paroi presque verticale d'un barrage italien pour lécher le sel de la maçonnerie, à des dizaines de mètres du sol.";
2227;vivant;"Le Vivant";"Bourdon terrestre";"Il sent le champ électrique des fleurs avec ses poils et sait ainsi, avant de se poser, si une abeille est déjà passée vider le nectar.";
2228;vivant;"Le Vivant";"Bradypus variegatus";"Il descend de son arbre une fois par semaine pour déféquer au sol, au péril de sa vie, parce que des papillons vivant dans son pelage ont besoin de ce tas.";
2229;vivant;"Le Vivant";"Brassica oleracea";"Le chou, le brocoli, le chou-fleur, le chou de Bruxelles et le chou-rave sont tous la même espèce, remodelée organe par organe.";
2230;vivant;"Le Vivant";"Bucardo";"Cette chèvre a été la première espèce ressuscitée par clonage : le clone est né en 2003 et a vécu sept minutes.";
2231;vivant;"Le Vivant";"Cacatoès de Goffin";"Sans jamais l'avoir appris, ce perroquet taille des bandes de carton à la bonne longueur pour atteindre une noix hors de portée.";
2232;vivant;"Le Vivant";"Cachalot";"Ses clics dépassent deux cent trente décibels, il dort à la verticale par groupes flottants, et chaque clan possède son propre dialecte de codas.";
2233;vivant;"Le Vivant";"Calao bicorne";"La femelle s'emmure dans un tronc avec de la boue et ses fientes, laissant une fente par laquelle le mâle la nourrit pendant des mois.";
2234;vivant;"Le Vivant";"Calyptra";"Ce papillon nocturne perce la peau des mammifères avec sa trompe et boit leur sang, comportement dérivé de la consommation de fruits.";
2235;vivant;"Le Vivant";"Camponotus saundersi";"Face à un ennemi, cette fourmi contracte violemment son abdomen jusqu'à se déchirer et asperge l'agresseur d'une colle toxique : elle explose pour la colonie.";
2236;vivant;"Le Vivant";"Candidatus Desulforudis audaxviator";"Dans une mine sud-africaine à près de trois kilomètres de fond vit un écosystème complet composé d'une seule espèce, qui tire son énergie de la radioactivité des roches.";
2237;vivant;"Le Vivant";"Cassenoix d'Amérique";"Il enterre plus de trente mille graines dans des milliers de cachettes à l'automne, et les retrouve sous la neige neuf mois plus tard.";
2238;vivant;"Le Vivant";"Cataglyphis";"Cette fourmi du désert compte ses pas à l'aller ; si on lui colle des échasses, elle dépasse son nid d'exactement la distance ajoutée.";
2239;vivant;"Le Vivant";"Caulerpa taxifolia";"Cette algue est une cellule unique de plusieurs mètres, et la souche échappée de l'aquarium de Monaco a colonisé des milliers d'hectares de Méditerranée.";
2240;vivant;"Le Vivant";"Ceratioidei";"Le mâle, minuscule, mord la femelle, fusionne avec elle jusqu'à partager sa circulation sanguine, puis se dissout en une simple paire de testicules greffés.";
2241;vivant;"Le Vivant";"Ceratocaryum argenteum";"Cette plante produit des graines rondes et brunes qui imitent l'odeur des crottes d'antilope, pour que les bousiers les enterrent.";
2242;vivant;"Le Vivant";"Channichthyidae";"Ces poissons antarctiques ont un sang blanc et transparent : ils sont les seuls vertébrés à vivre sans une seule molécule d'hémoglobine.";
2243;vivant;"Le Vivant";"Chaser";"Cette chienne connaissait le nom propre de mille vingt-deux jouets différents et déduisait le nouveau mot par élimination.";
2244;vivant;"Le Vivant";"Cheirogaleus medius";"Ce petit lémurien est le seul primate à hiberner sept mois par an, dans un tronc, en laissant sa température suivre celle de l'air.";
2245;vivant;"Le Vivant";"Chlamydera nuchalis";"Ce jardinier dispose ses cailloux du plus petit au plus grand pour créer une illusion de perspective, et refait l'agencement si on le dérange.";
2246;vivant;"Le Vivant";"Chrysomallon squamiferum";"Cet escargot des sources hydrothermales blinde son pied d'écailles de sulfure de fer et sa coquille contient de la pyrite.";
2247;vivant;"Le Vivant";"Chrysopelea";"Ce serpent se jette d'une branche, aplatit son corps en ruban concave et ondule dans le vide pour planer sur une vingtaine de mètres.";
2248;vivant;"Le Vivant";"Cimex lectularius";"Le mâle ne cherche pas l'orifice génital : il perfore l'abdomen de la femelle et y injecte son sperme directement dans la cavité corporelle.";
2249;vivant;"Le Vivant";"Cladosporium sphaerospermum";"Ce champignon noir colonise les murs du réacteur de Tchernobyl et pousse plus vite vers les sources radioactives : il semble se nourrir des rayonnements.";
2250;vivant;"Le Vivant";"Clathrus archeri";"Ce champignon sort d'un œuf gélatineux, déploie quatre à huit tentacules rouges gluants et attire les mouches en imitant la viande pourrie.";
2251;vivant;"Le Vivant";"Claviceps purpurea";"Ce champignon du seigle a provoqué des épidémies de convulsions et d'hallucinations au Moyen Âge, et c'est de lui qu'a été tiré le LSD.";
2252;vivant;"Le Vivant";"Coléoptère bombardier";"Il fabrique une explosion chimique à 100 °C dans son abdomen et la projette sur ce qui l'attaque.";
2253;vivant;"Le Vivant";"Condylure à nez étoilé";"Ses vingt-deux tentacules nasaux touchent douze endroits par seconde et il décide de manger ou non une proie en huit millisecondes, plus vite qu'un influx nerveux ordinaire.";
2254;vivant;"Le Vivant";"Conus geographus";"Ce cône libère un nuage d'insuline dans l'eau pour faire chuter la glycémie du poisson, qui s'engourdit et se laisse avaler entier.";
2255;vivant;"Le Vivant";"Copidosoma floridanum";"Un seul œuf de cette guêpe se divise en environ trois mille clones dans la chenille, dont une caste de sœurs soldates stériles qui tuent les rivales.";
2256;vivant;"Le Vivant";"Corneille d'Amérique";"Elle mémorise le visage d'un humain qui l'a menacée, le transmet à ses congénères, et le harcèle encore cinq ans plus tard.";
2257;vivant;"Le Vivant";"Cornus canadensis";"Sa fleur s'ouvre en moins d'un demi-millième de seconde et catapulte son pollen à dix fois l'accélération d'un astronaute au décollage.";
2258;vivant;"Le Vivant";"Corvus moneduloides";"Un corbeau nommé Betty, sans l'avoir jamais appris, a plié un fil de fer droit en crochet pour extraire un seau de nourriture d'un tube.";
2259;vivant;"Le Vivant";"Coryanthes";"Cette orchidée fabrique un seau de liquide dans lequel l'abeille tombe, et dont elle ne peut ressortir que par un tunnel qui la colle au pollen.";
2260;vivant;"Le Vivant";"Coucou gris";"Le poussin, à peine éclos et encore aveugle, hisse un à un les œufs de ses hôtes sur son dos pour les jeter hors du nid.";
2261;vivant;"Le Vivant";"Crepidula fornicata";"Ces mollusques s'empilent en colonnes vivantes : les individus du dessous sont femelles, ceux du dessus mâles, et chacun change en montant dans la pile.";
2262;vivant;"Le Vivant";"Crocuta crocuta";"Les femelles urinent, s'accouplent et mettent bas par un pseudo-pénis, et beaucoup de premiers-nés meurent étouffés dans ce conduit.";
2263;vivant;"Le Vivant";"Cupriavidus metallidurans";"Cette bactérie avale des composés d'or toxiques et les recrache sous forme de minuscules pépites d'or métallique pur.";
2264;vivant;"Le Vivant";"Cuscute";"Cette plante sans feuilles renifle l'air, choisit sa victime à l'odeur parmi plusieurs voisines, puis pousse en spirale dans sa direction pour la percer.";
2265;vivant;"Le Vivant";"Cymothoa exigua";"Ce crustacé dévore la langue d'un poisson, s'ancre au moignon et devient lui-même la langue de l'animal, qui s'en sert normalement jusqu'à sa mort.";
2266;vivant;"Le Vivant";"Dactylopius coccus";"Il faut écraser environ soixante-dix mille de ces insectes pour obtenir un kilo de colorant rouge, longtemps aussi précieux que l'argent.";
2267;vivant;"Le Vivant";"Danaus plexippus";"Aucun individu ne fait l'aller-retour : il faut quatre générations pour remonter au Canada, et la dernière retrouve les mêmes arbres mexicains que ses arrière-grands-parents.";
2268;vivant;"Le Vivant";"Deinococcus radiodurans";"Cette bactérie encaisse trois mille fois la dose de radiations qui tue un humain, puis recolle ses chromosomes pulvérisés en quelques heures.";
2269;vivant;"Le Vivant";"Demodex";"Presque tous les adultes hébergent ces acariens dans les follicules du visage ; ils n'ont pas d'anus et accumulent leurs déchets jusqu'à leur mort.";
2270;vivant;"Le Vivant";"Dendrocnide moroides";"Ses poils de silice injectent une toxine si stable que la douleur peut revenir des mois plus tard, sous une simple douche froide.";
2271;vivant;"Le Vivant";"Dermatobia hominis";"Cette mouche colle ses œufs sur un moustique, qui les dépose sur un humain ; la larve grandit sous la peau en respirant par un trou.";
2272;vivant;"Le Vivant";"Dicrocoelium dendriticum";"Cette douve force chaque soir la fourmi infectée à grimper au sommet d'un brin d'herbe et à s'y accrocher par les mandibules jusqu'à ce qu'un mouton la broute.";
2273;vivant;"Le Vivant";"Dictyostelium discoideum";"Quand la nourriture manque, ces amibes solitaires fusionnent en une limace mobile, puis un cinquième d'entre elles se sacrifient en tige morte pour lancer les autres au vent.";
2274;vivant;"Le Vivant";"Dimetrodon";"Malgré sa voile dorsale, cet animal n'est pas un dinosaure et se trouve plus proche de nous, humains, que de n'importe quel reptile.";
